RMSenergy;pcm_loudness;F0final_sma;voicingFinalClipped_sma;vowel
0.01212598;0.6317024;0.0;0.0;1.0
0.01244185;0.1923369;0.0;0.0;1.0
0.01320391;0.1826445;0.0;0.0;1.0
0.01361075;0.278495;0.0;0.0;1.0
0.01426213;0.5692455;0.0;0.0;1.0
0.01419627;0.36010040000000004;0.0;0.0;1.0
0.0148622;0.09728535;0.0;0.0;1.0
0.01553937;0.32028070000000003;0.0;0.0;1.0
0.01580951;0.7661281999999999;0.0;0.0;1.0
0.01595437;0.4539265;0.0;0.0;1.0
0.01630814;0.04012921;0.0;0.0;1.0
0.01649454;0.4485295999999999;0.0;0.0;1.0
0.01669165;0.6697559000000001;0.0;0.0;1.0
0.0167654;0.3474052;0.0;0.0;1.0
0.01726658;0.3516709;0.0;0.0;1.0
0.01776212;0.2147679;0.0;0.0;1.0
0.01804725;0.23201620000000003;0.0;0.0;1.0
0.01820959;0.41264480000000003;0.0;0.0;1.0
0.01803207;0.21672929999999996;0.0;0.0;1.0
0.01807282;0.31649770000000005;0.0;0.0;1.0
0.01816966;0.04857829;0.0;0.0;1.0
0.01934098;0.97875;0.0;0.0;1.0
0.01773626;0.1609525;0.0;0.0;1.0
0.01756988;0.147457;0.0;0.0;1.0
0.01756571;0.35449559999999997;0.0;0.0;1.0
0.01735736;0.22158179999999997;0.0;0.0;1.0
0.01695361;0.3523785;0.0;0.0;1.0
0.01472107;0.2633282;0.0;0.0;1.0
0.01156047;0.147457;0.0;0.0;0.0
0.008054169;0.46400569999999997;0.0;0.0;0.0
0.006131528000000001;0.9432485999999999;0.0;0.0;0.0
0.0032076179999999998;0.0989437;0.0;0.0;0.0
0.001388116;0.03026834;0.0;0.0;0.0
0.0009654021000000001;0.01152409;0.0;0.0;0.0
0.0009046525;0.1005837;0.0;0.0;0.0
0.0007107472;0.06743088;0.0;0.0;0.0
0.0005457248;0.06743088;0.0;0.0;0.0
0.0004080531;0.1085316;0.0;0.0;0.0
0.0003912176;0.04587823;0.0;0.0;0.0
0.0004986344999999999;0.04857829;0.0;0.0;0.0
0.004137211;0.03026834;0.0;0.0;0.0
0.005411949;0.01746725;0.0;0.0;0.0
0.01038694;0.0;0.0;0.0;0.0
0.01296774;0.03026834;0.0;0.0;0.0
0.01355491;0.35590229999999995;0.0;0.0;0.0
0.0149103;0.29947979999999996;0.0;0.0;1.0
0.01338539;0.1219407;0.0;0.0;1.0
0.01163725;0.20375829999999998;0.0;0.0;1.0
0.01071275;0.27932140000000005;0.0;0.0;0.0
0.00827557;0.38062209999999996;0.0;0.0;0.0
0.006344796999999999;0.5452818;0.0;0.0;0.0
0.005067728;0.20981129999999998;0.0;0.0;0.0
0.004783269000000001;0.3523785;0.0;0.0;0.0
0.004577809;0.1714558;0.0;0.0;0.0
0.003888122;0.07562116;0.0;0.0;0.0
0.00367527;0.04587823;0.0;0.0;0.0
0.002393699;0.1275922;0.0;0.0;0.0
0.0021215979999999997;0.1289791;0.0;0.0;0.0
0.0022433410000000003;0.13308150000000002;0.0;0.0;0.0
0.002452133;0.06307772;0.0;0.0;0.0
0.002327786;0.03026834;0.0;0.0;0.0
0.002473242;0.15613529999999998;0.0;0.0;0.0
0.0026180360000000002;0.18373820000000002;0.0;0.0;0.0
0.003329343;0.06953838;0.0;0.0;0.0
0.004842547;0.15734879999999998;0.0;0.0;0.0
0.005230549;0.1714558;0.0;0.0;0.0
0.007119999;0.3049631;0.0;0.0;0.0
0.009635749;0.1680034;0.0;0.0;0.0
0.01001488;0.1038115;0.0;0.0;0.0
0.01211665;0.11007470000000001;0.0;0.0;0.0
0.01407276;0.1880703;0.0;0.0;0.0
0.01397443;0.1793369;0.0;0.0;0.0
0.01733523;0.1748624;0.0;0.0;0.0
0.0167932;0.28096940000000004;0.0;0.0;0.0
0.01748008;0.7546951999999999;0.0;0.0;0.0
0.02048251;0.09219272;0.0;0.0;0.0
0.01747314;0.38663559999999997;0.0;0.0;0.0
0.02039684;1.368214;0.0;0.0;0.0
0.02158884;0.1190486;0.0;0.0;1.0
0.02014246;0.28992049999999997;0.0;0.0;1.0
0.02197232;0.58754;0.0;0.0;1.0
0.02317725;0.29072509999999996;0.0;0.0;1.0
0.02378324;0.06527849;0.0;0.0;1.0
0.02256133;0.1512169;0.0;0.0;1.0
0.02499722;0.2883068;0.0;0.0;1.0
0.02494362;0.3459755;0.0;0.0;1.0
0.02441141;0.9060798000000001;0.0;0.0;1.0
0.02439987;0.3833025;0.0;0.0;1.0
0.02379656;0.12336969999999998;0.0;0.0;1.0
0.02255393;0.5930545;0.0;0.0;1.0
0.02161959;0.8767526;0.0;0.0;1.0
0.02195202;0.7602143;0.0;0.0;1.0
0.01779543;0.34954240000000003;0.0;0.0;1.0
0.01347632;0.04012921;0.0;0.0;1.0
0.008473586;0.43083640000000006;0.0;0.0;0.0
0.004027226;0.1585561;0.0;0.0;0.0
0.002572846;0.48602559999999995;0.0;0.0;0.0
0.001908319;0.07562116;0.0;0.0;0.0
0.00179287;0.15613529999999998;0.0;0.0;0.0
0.002733246;0.04587823;0.0;0.0;0.0
0.003378688;0.08139367;0.0;0.0;0.0
0.004102015;0.09728535;0.0;0.0;0.0
0.005137409;0.1303561;0.0;0.0;0.0
0.00513852;0.139738;0.0;0.0;0.0
0.005094617;0.2017139;0.0;0.0;0.0
0.004749584;0.2528854;0.0;0.0;0.0
0.0036802909999999996;0.27517290000000005;0.0;0.0;0.0
0.0033241779999999997;0.2883068;0.0;0.0;0.0
0.0031162390000000002;0.11758479999999999;0.0;0.0;0.0
0.0028355340000000002;0.2528854;0.0;0.0;0.0
0.002568631;0.1161089;0.0;0.0;0.0
0.0021941829999999997;0.04306775;0.0;0.0;0.0
0.001541431;0.1621418;0.0;0.0;0.0
0.001172399;0.04587823;0.0;0.0;0.0
0.0008926703;0.15491549999999998;0.0;0.0;0.0
0.0006845472;0.08509449;0.0;0.0;0.0
0.001192766;0.06307772;0.0;0.0;0.0
0.001537599;0.06307772;0.0;0.0;0.0
0.001792521;0.06307772;0.0;0.0;0.0
0.0019205560000000001;0.07363092;0.0;0.0;0.0
0.001945521;0.10540050000000001;0.0;0.0;0.0
0.002034752;0.08509449;0.0;0.0;0.0
0.0021799420000000003;0.02227816;0.0;0.0;0.0
0.0027014390000000004;0.2801462;0.0;0.0;0.0
0.003472683;0.1005837;0.0;0.0;0.0
0.004599886;0.04306775;0.0;0.0;0.0
0.0048268;0.09391068;0.0;0.0;0.0
0.005904782;0.1449145;0.0;0.0;0.0
0.007015771;0.21964940000000002;0.0;0.0;0.0
0.0077156659999999995;0.3853047;0.0;0.0;0.0
0.009043835;0.1714558;0.0;0.0;1.0
0.008989931999999999;0.23108070000000003;0.0;0.0;1.0
0.008738768000000001;0.1261952;0.0;0.0;1.0
0.00892305;0.05118178;0.0;0.0;0.0
0.008694693;0.1597573;0.0;0.0;0.0
0.009439236;0.5723216;0.0;0.0;0.0
0.009020192;0.229202;0.0;0.0;0.0
0.009247692;0.23665679999999997;0.0;0.0;0.0
0.0102947;0.1597573;0.0;0.0;0.0
0.01123433;0.33366;0.0;0.0;0.0
0.01313407;0.7474371;0.0;0.0;0.0
0.01269501;0.2709824;0.0;0.0;0.0
0.01354883;0.21672929999999996;0.0;0.0;0.0
0.01436075;0.13172360000000002;0.0;0.0;0.0
0.01456813;0.5824967;0.0;0.0;1.0
0.01432219;0.25022960000000005;0.0;0.0;1.0
0.0142643;0.2675985;0.0;0.0;1.0
0.01407271;0.11160360000000001;0.0;0.0;1.0
0.01456117;0.33071809999999996;0.0;0.0;1.0
0.0146429;0.3452592;0.0;0.0;1.0
0.01527405;0.11311860000000001;0.0;0.0;1.0
0.01569257;0.03703953;0.0;0.0;1.0
0.01562245;0.1449145;0.0;0.0;1.0
0.01574442;0.34954240000000003;0.0;0.0;1.0
0.01587194;0.39782790000000007;0.0;0.0;1.0
0.01616511;0.33949270000000004;0.0;0.0;1.0
0.01593514;0.6889288;0.0;0.0;1.0
0.01646134;0.12336969999999998;0.0;0.0;1.0
0.01681272;0.09728535;0.0;0.0;1.0
0.01700525;0.38663559999999997;0.0;0.0;1.0
0.01574498;0.9686954;0.0;0.0;1.0
0.01729313;0.03376738;0.0;0.0;1.0
0.01700299;0.24665900000000002;0.0;0.0;1.0
0.01639978;0.3358552;0.0;0.0;1.0
0.01619143;1.127701;0.0;0.0;1.0
0.01580957;0.1436321;0.0;0.0;1.0
0.01507631;0.31344959999999994;0.0;0.0;1.0
0.01420727;0.5890474;0.0;0.0;1.0
0.01439258;0.360797;0.0;0.0;1.0
0.01400902;0.21867889999999998;0.0;0.0;1.0
0.01322923;0.1725963;0.0;0.0;1.0
0.01188752;0.3057411;0.0;0.0;1.0
0.01257276;0.1449145;0.0;0.0;1.0
0.01178554;0.1161089;0.0;0.0;1.0
0.01109715;0.5238582;0.0;0.0;1.0
0.01102199;0.8977658000000002;0.0;0.0;1.0
0.01078393;0.20375829999999998;0.0;0.0;1.0
0.01015875;0.1869936;0.0;0.0;1.0
0.009882372;0.3899497;0.0;0.0;1.0
0.009685798;0.3195265;0.0;0.0;1.0
0.008764532;0.1912762;0.0;0.0;1.0
0.007422253;0.1219407;0.0;0.0;1.0
0.005810328000000001;0.2484486;0.0;0.0;1.0
0.005106614000000001;0.23201620000000003;0.0;0.0;0.0
0.003093442;0.03376738;0.0;0.0;0.0
0.001651839;0.2067996;0.0;0.0;0.0
0.0014306229999999998;0.24486079999999996;0.0;0.0;0.0
0.0011618689999999998;0.1146202;0.0;0.0;0.0
0.0013176079999999998;0.06953838;0.0;0.0;0.0
0.001636839;0.1499706;0.0;0.0;0.0
0.001945672;0.03703953;0.0;0.0;0.0
0.002267683;0.11311860000000001;0.0;0.0;0.0
0.002879562;0.12336969999999998;0.0;0.0;0.0
0.0034819140000000004;0.10540050000000001;0.0;0.0;0.0
0.0035952690000000003;0.1737318;0.0;0.0;0.0
0.0035301020000000002;0.2528854;0.0;0.0;0.0
0.0029889609999999996;0.31344959999999994;0.0;0.0;0.0
0.002093895;0.2254134;0.0;0.0;0.0
0.001549257;0.142342;0.0;0.0;0.0
0.001280501;0.01152409;0.0;0.0;0.0
0.001305147;0.08325779;0.0;0.0;0.0
0.001215872;0.03703953;0.0;0.0;0.0
0.001581097;0.1725963;0.0;0.0;0.0
0.003138113;0.03376738;0.0;0.0;0.0
0.003531822;0.07160415;0.0;0.0;0.0
0.003760908;0.07562116;0.0;0.0;0.0
0.0042180790000000004;0.16450309999999999;0.0;0.0;0.0
0.00381512;0.04306775;0.0;0.0;0.0
0.004313782;0.05851422;0.0;0.0;0.0
0.0054938190000000005;0.2633282;0.0;0.0;0.0
0.006292086999999999;0.11007470000000001;0.0;0.0;0.0
0.008581749;0.03703953;0.0;0.0;0.0
0.0105305;0.2971092;0.0;0.0;0.0
0.01096877;0.0989437;0.0;0.0;0.0
0.01110582;0.2923298;0.0;0.0;0.0
0.01369349;0.4592809;0.0;0.0;0.0
0.01615228;0.07950064;0.0;0.0;0.0
0.01627346;0.42086450000000003;0.0;0.0;0.0
0.0197621;0.06953838;0.0;0.0;0.0
0.02060907;0.3677136;0.0;0.0;1.0
0.01930838;0.4616473;0.0;0.0;1.0
0.02136201;0.43760370000000004;0.0;0.0;1.0
0.02255157;0.32775859999999996;0.0;0.0;1.0
0.02378232;0.1461895;0.0;0.0;1.0
0.02288915;1.1361459999999999;0.0;0.0;1.0
0.02461256;0.24123760000000002;0.0;0.0;1.0
0.0247866;0.455716;0.0;0.0;1.0
0.02479161;0.344542;0.0;0.0;1.0
0.02496451;0.9443485999999999;0.0;0.0;1.0
0.02544231;0.1848276;0.0;0.0;1.0
0.0260766;0.6039824;0.0;0.0;1.0
0.02658488;0.7161589;0.0;0.0;1.0
0.02681636;0.5458102;0.0;0.0;1.0
0.02754514;0.31268440000000003;0.0;0.0;1.0
0.02793008;0.5955499;0.0;0.0;1.0
0.02864002;0.6539628000000001;0.0;0.0;1.0
0.02869157;0.5276491;0.0;0.0;1.0
0.02887498;0.03376738;0.0;0.0;1.0
0.02881737;0.7580948000000001;0.0;0.0;1.0
0.0283113;0.6816673000000001;0.0;0.0;1.0
0.02847483;1.097474;0.0;0.0;1.0
0.0273616;0.14871729999999997;0.0;0.0;1.0
0.02632178;0.7340791;0.0;0.0;1.0
0.02507587;0.6866651;0.0;0.0;1.0
0.02466358;1.084492;0.0;0.0;1.0
0.02365947;0.04857829;0.0;0.0;1.0
0.02274726;0.5830023;0.0;0.0;1.0
0.02169971;0.7068635999999999;0.0;0.0;1.0
0.02177213;1.004646;0.0;0.0;1.0
0.01978907;0.15491549999999998;0.0;0.0;1.0
0.01689291;0.553172;0.0;0.0;1.0
0.01336874;0.48259350000000006;0.0;0.0;1.0
0.01204579;0.6567681;0.0;0.0;0.0
0.008899058;0.03703953;0.0;0.0;0.0
0.005550659;0.39455809999999997;0.0;0.0;0.0
0.004183893;0.3247812;0.0;0.0;0.0
0.0036186120000000002;0.04012921;0.0;0.0;0.0
0.002470832;0.1965412;0.0;0.0;0.0
0.002237859;0.1609525;0.0;0.0;0.0
0.001972388;0.1085316;0.0;0.0;0.0
0.001861024;0.1219407;0.0;0.0;0.0
0.002161117;0.08139367;0.0;0.0;0.0
0.002402865;0.04587823;0.0;0.0;0.0
0.003040603;0.1826445;0.0;0.0;0.0
0.003540041;0.23665679999999997;0.0;0.0;0.0
0.003909562;0.1656754;0.0;0.0;0.0
0.004697055;0.04012921;0.0;0.0;1.0
0.005235411;0.2225438;0.0;0.0;1.0
0.005577903;0.31268440000000003;0.0;0.0;1.0
0.006664736;0.14871729999999997;0.0;0.0;1.0
0.008402617;0.19758299999999998;0.0;0.0;1.0
0.009383;0.2955218;0.0;0.0;1.0
0.009900802;0.5814845999999999;0.0;0.0;1.0
0.01111622;0.04587823;0.0;0.0;1.0
0.01127925;0.16915940000000002;0.0;0.0;1.0
0.01057568;0.7266845999999999;0.0;0.0;1.0
0.01180189;0.2384962;0.0;0.0;1.0
0.01190192;0.24395830000000002;0.0;0.0;1.0
0.01052415;0.2563978;0.0;0.0;1.0
0.0122438;0.07363092;0.0;0.0;1.0
0.01238398;0.05614142;0.0;0.0;1.0
0.01071083;0.5145747;0.0;0.0;1.0
0.01257446;0.24665900000000002;0.0;0.0;1.0
0.01242488;0.2475549;0.0;0.0;1.0
0.01116017;0.28992049999999997;0.0;0.0;1.0
0.01216521;0.1902115;0.0;0.0;1.0
0.01178081;0.07160415;0.0;0.0;1.0
0.0106244;0.3587047;0.0;0.0;1.0
0.01074789;0.8878735999999999;0.0;0.0;1.0
0.0110072;0.13842390000000002;0.0;0.0;1.0
0.009284954;0.258142;0.0;0.0;1.0
0.009650726;0.7223113;0.0;0.0;1.0
0.00984994;0.02647541;0.0;0.0;1.0
0.007950083;0.21964940000000002;0.0;0.0;1.0
0.008853561999999999;0.7720119000000001;0.0;0.0;1.0
0.008335408;0.12478779999999999;0.0;0.0;1.0
0.006771824;0.278495;0.0;0.0;1.0
0.007520494;0.23573360000000002;0.0;0.0;1.0
0.006539817;0.147457;0.0;0.0;1.0
0.005353853;0.2027378;0.0;0.0;1.0
0.005863536999999999;0.08325779;0.0;0.0;1.0
0.0047372429999999995;0.11311860000000001;0.0;0.0;1.0
0.0045965929999999995;0.13308150000000002;0.0;0.0;1.0
0.00457584;0.1205004;0.0;0.0;1.0
0.003957035;0.139738;0.0;0.0;1.0
0.0044484220000000005;0.13710129999999998;0.0;0.0;1.0
0.003761402;0.147457;0.0;0.0;1.0
0.003667423;0.1146202;0.0;0.0;1.0
0.003415679;0.1524564;0.0;0.0;1.0
0.00320435;0.08325779;0.0;0.0;1.0
0.003465453;0.09045314;0.0;0.0;1.0
0.002933551;0.01746725;0.0;0.0;1.0
0.0031554070000000003;0.41328100000000006;0.0;0.0;1.0
0.002614989;0.20578920000000003;0.0;0.0;1.0
0.002364479;0.1449145;0.0;0.0;1.0
0.002586338;0.04857829;0.0;0.0;1.0
0.0023073729999999997;0.06743088;0.0;0.0;1.0
0.002347341;0.13308150000000002;0.0;0.0;1.0
0.002038728;0.1633253;0.0;0.0;1.0
0.001692231;0.23201620000000003;0.0;0.0;1.0
0.0015396079999999998;0.09219272;0.0;0.0;1.0
0.001410952;0.05851422;0.0;0.0;1.0
0.001313568;0.08325779;0.0;0.0;1.0
0.001241635;0.07950064;0.0;0.0;1.0
0.0011999180000000001;0.17710910000000002;0.0;0.0;1.0
0.001061472;0.02647541;0.0;0.0;1.0
0.0009826664;0.04587823;0.0;0.0;1.0
0.0009090060000000001;0.06743088;0.0;0.0;1.0
0.0007788531;0.02647541;0.0;0.0;1.0
0.0007402153999999999;0.04306775;0.0;0.0;0.0
0.0006808278999999999;0.09391068;0.0;0.0;0.0
0.0006726839;0.03026834;0.0;0.0;0.0
0.0007199022;0.09045314;0.0;0.0;0.0
0.0007849192;0.01152409;0.0;0.0;0.0
0.0009072778999999999;0.08869097;0.0;0.0;0.0
0.001028891;0.1146202;0.0;0.0;0.0
0.001109583;0.08509449;0.0;0.0;0.0
0.001228723;0.1205004;0.0;0.0;0.0
0.00132114;0.01746725;0.0;0.0;0.0
0.001360261;0.11311860000000001;0.0;0.0;0.0
0.0015019529999999999;0.1190486;0.0;0.0;0.0
0.001451721;0.0536998;0.0;0.0;0.0
0.001412375;0.2108089;0.0;0.0;0.0
0.001339232;0.06527849;0.0;0.0;0.0
0.0011785489999999999;0.06082451;0.0;0.0;0.0
0.0011761739999999999;0.0536998;0.0;0.0;0.0
0.001143807;0.04857829;0.0;0.0;0.0
0.001163601;0.08139367;0.0;0.0;0.0
0.00110397;0.09728535;0.0;0.0;0.0
0.0009939856;0.1609525;0.0;0.0;0.0
0.0008048675;0.1205004;0.0;0.0;0.0
0.0006129018;0.1161089;0.0;0.0;0.0
